  ,  , Corrida: ,3 seg ,  ,  , Peltier: ,31.31, ºC     , teInsta: ,0.0, ºC     , Disip: ,0.0, ºC     ,  ,18:40:49,  E: ,HEATINGconPWM=255,   TomaNro= 1,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,56 seg ,  ,  , Peltier: ,30.75, ºC     , teInsta: ,31.07, ºC     , Disip: ,23.69, ºC     ,  ,18:41:42,  E: ,BALANCEconPWM=71,   TomaNro= 34,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,57 seg ,  ,  , Peltier: ,30.69, ºC     , teInsta: ,31.07, ºC     , Disip: ,23.69, ºC     ,  ,18:41:43,  E: ,BALANCEconPWM=72,   TomaNro= 35,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,59 seg ,  ,  , Peltier: ,30.62, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:41:45,  E: ,HEATINGconPWM=74,   TomaNro= 36,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,60 seg ,  ,  , Peltier: ,30.69, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:41:46,  E: ,HEATINGconPWM=77,   TomaNro= 37,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,61 seg ,  ,  , Peltier: ,30.75, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:41:47,  E: ,HEATINGconPWM=74,   TomaNro= 38,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,62 seg ,  ,  , Peltier: ,30.81, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:41:48,  E: ,BALANCEconPWM=72,   TomaNro= 39,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,63 seg ,  ,  , Peltier: ,31.0, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:41:49,  E: ,BALANCEconPWM=71,   TomaNro= 40,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,64 seg ,  ,  , Peltier: ,31.12, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:41:50,  E: ,BALANCEconPWM=68,   TomaNro= 41,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,65 seg ,  ,  , Peltier: ,31.25, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:41:51,  E: ,BALANCEconPWM=68,   TomaNro= 42,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,66 seg ,  ,  , Peltier: ,31.31, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:41:52,  E: ,BALANCEconPWM=69,   TomaNro= 43,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,66 seg ,  ,  , Peltier: ,31.44, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:41:52,  E: ,BALANCEconPWM=70,   TomaNro= 44,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,67 seg ,  ,  , Peltier: ,31.5, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:41:53,  E: ,COOLINGconPWM=74,   TomaNro= 45,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,69 seg ,  ,  , Peltier: ,31.56, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:41:55,  E: ,COOLINGconPWM=76,   TomaNro= 46,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,73 seg ,  ,  , Peltier: ,31.5, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:41:59,  E: ,COOLINGconPWM=78,   TomaNro= 47,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,74 seg ,  ,  , Peltier: ,31.44, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:0,  E: ,COOLINGconPWM=76,   TomaNro= 48,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,75 seg ,  ,  , Peltier: ,31.37, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:1,  E: ,COOLINGconPWM=73,   TomaNro= 49,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,76 seg ,  ,  , Peltier: ,31.31, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:2,  E: ,BALANCEconPWM=72,   TomaNro= 50,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,77 seg ,  ,  , Peltier: ,31.25, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:3,  E: ,BALANCEconPWM=70,   TomaNro= 51,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,78 seg ,  ,  , Peltier: ,31.19, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:4,  E: ,BALANCEconPWM=69,   TomaNro= 52,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,79 seg ,  ,  , Peltier: ,31.12, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:5,  E: ,BALANCEconPWM=68,   TomaNro= 53,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,80 seg ,  ,  , Peltier: ,31.06, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:6,  E: ,BALANCEconPWM=68,   TomaNro= 54,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,81 seg ,  ,  , Peltier: ,31.0, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:7,  E: ,BALANCEconPWM=68,   TomaNro= 55,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,82 seg ,  ,  , Peltier: ,30.94, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:8,  E: ,BALANCEconPWM=68,   TomaNro= 56,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,83 seg ,  ,  , Peltier: ,30.87, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:9,  E: ,BALANCEconPWM=68,   TomaNro= 57,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,84 seg ,  ,  , Peltier: ,30.81, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:10,  E: ,BALANCEconPWM=69,   TomaNro= 58,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,87 seg ,  ,  , Peltier: ,30.75, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:13,  E: ,BALANCEconPWM=71,   TomaNro= 59,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,87 seg ,  ,  , Peltier: ,30.69, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:13,  E: ,BALANCEconPWM=73,   TomaNro= 60,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,89 seg ,  ,  , Peltier: ,30.62, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:15,  E: ,HEATINGconPWM=75,   TomaNro= 61,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,90 seg ,  ,  , Peltier: ,30.56, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:17,  E: ,HEATINGconPWM=77,   TomaNro= 62,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,94 seg ,  ,  , Peltier: ,30.62, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:20,  E: ,HEATINGconPWM=80,   TomaNro= 63,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,94 seg ,  ,  , Peltier: ,30.69, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:20,  E: ,HEATINGconPWM=77,   TomaNro= 64,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,95 seg ,  ,  , Peltier: ,30.81, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:21,  E: ,HEATINGconPWM=75,   TomaNro= 65,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,96 seg ,  ,  , Peltier: ,30.94, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:22,  E: ,BALANCEconPWM=71,   TomaNro= 66,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,97 seg ,  ,  , Peltier: ,31.12, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:23,  E: ,BALANCEconPWM=68,   TomaNro= 67,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,98 seg ,  ,  , Peltier: ,31.25, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:24,  E: ,BALANCEconPWM=68,   TomaNro= 68,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,99 seg ,  ,  , Peltier: ,31.37, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:25,  E: ,BALANCEconPWM=69,   TomaNro= 69,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,99 seg ,  ,  , Peltier: ,31.44, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:26,  E: ,BALANCEconPWM=71,   TomaNro= 70,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,100 seg ,  ,  , Peltier: ,31.5, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:26,  E: ,COOLINGconPWM=73,   TomaNro= 71,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,101 seg ,  ,  , Peltier: ,31.56, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:27,  E: ,COOLINGconPWM=76,   TomaNro= 72,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,102 seg ,  ,  , Peltier: ,31.62, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:28,  E: ,COOLINGconPWM=78,   TomaNro= 73,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,106 seg ,  ,  , Peltier: ,31.56, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:32,  E: ,COOLINGconPWM=81,   TomaNro= 74,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,108 seg ,  ,  , Peltier: ,31.5, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:34,  E: ,COOLINGconPWM=78,   TomaNro= 75,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,109 seg ,  ,  , Peltier: ,31.44, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:35,  E: ,COOLINGconPWM=76,   TomaNro= 76,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,110 seg ,  ,  , Peltier: ,31.37, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:36,  E: ,COOLINGconPWM=73,   TomaNro= 77,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,110 seg ,  ,  , Peltier: ,31.31, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:36,  E: ,BALANCEconPWM=71,   TomaNro= 78,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,111 seg ,  ,  , Peltier: ,31.25, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:37,  E: ,BALANCEconPWM=70,   TomaNro= 79,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,112 seg ,  ,  , Peltier: ,31.19, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:38,  E: ,BALANCEconPWM=69,   TomaNro= 80,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,113 seg ,  ,  , Peltier: ,31.12, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:39,  E: ,BALANCEconPWM=68,   TomaNro= 81,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,114 seg ,  ,  , Peltier: ,31.06, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:40,  E: ,BALANCEconPWM=68,   TomaNro= 82,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,115 seg ,  ,  , Peltier: ,31.0, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:41,  E: ,BALANCEconPWM=68,   TomaNro= 83,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,116 seg ,  ,  , Peltier: ,30.94, ºC     , teInsta: ,31.08, ºC     , Disip: ,23.69, ºC     ,  ,18:42:42,  E: ,BALANCEconPWM=68,   TomaNro= 84,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,117 seg ,  ,  , Peltier: ,30.87, ºC     , teInsta: ,31.09, ºC     , Disip: ,23.69, ºC     ,  ,18:42:43,  E: ,BALANCEconPWM=69,   TomaNro= 85,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,118 seg ,  ,  , Peltier: ,30.81, ºC     , teInsta: ,31.09, ºC     , Disip: ,23.69, ºC     ,  ,18:42:44,  E: ,BALANCEconPWM=70,   TomaNro= 86,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
