  ,  , Corrida: ,3 seg ,  ,  , Peltier: ,29.56, ºC     , teInsta: ,0.0, ºC     , Disip: ,0.0, ºC     ,  ,16:30:6,  E: ,HEATINGconPWM=255,   TomaNro= 1,   Modo ,0,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,53 seg ,  ,  , Peltier: ,31.25, ºC     , teInsta: ,31.07, ºC     , Disip: ,24.0, ºC     ,  ,16:30:56,  E: ,BALANCEconPWM=70,   TomaNro= 41,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,54 seg ,  ,  , Peltier: ,31.19, ºC     , teInsta: ,31.07, ºC     , Disip: ,24.0, ºC     ,  ,16:30:57,  E: ,BALANCEconPWM=69,   TomaNro= 42,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,55 seg ,  ,  , Peltier: ,31.06, ºC     , teInsta: ,31.07, ºC     , Disip: ,24.0, ºC     ,  ,16:30:58,  E: ,BALANCEconPWM=68,   TomaNro= 43,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,56 seg ,  ,  , Peltier: ,31.0, ºC     , teInsta: ,31.07, ºC     , Disip: ,24.0, ºC     ,  ,16:30:59,  E: ,BALANCEconPWM=68,   TomaNro= 44,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,57 seg ,  ,  , Peltier: ,30.94, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:0,  E: ,BALANCEconPWM=68,   TomaNro= 45,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,58 seg ,  ,  , Peltier: ,30.87, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:1,  E: ,BALANCEconPWM=68,   TomaNro= 46,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,59 seg ,  ,  , Peltier: ,30.81, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:2,  E: ,BALANCEconPWM=69,   TomaNro= 47,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,60 seg ,  ,  , Peltier: ,30.75, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:3,  E: ,BALANCEconPWM=71,   TomaNro= 48,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,61 seg ,  ,  , Peltier: ,30.69, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:4,  E: ,BALANCEconPWM=72,   TomaNro= 49,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,63 seg ,  ,  , Peltier: ,30.62, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:6,  E: ,HEATINGconPWM=74,   TomaNro= 50,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,65 seg ,  ,  , Peltier: ,30.69, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:8,  E: ,HEATINGconPWM=77,   TomaNro= 51,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,66 seg ,  ,  , Peltier: ,30.75, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:10,  E: ,HEATINGconPWM=75,   TomaNro= 52,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,67 seg ,  ,  , Peltier: ,30.87, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:10,  E: ,BALANCEconPWM=72,   TomaNro= 53,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,68 seg ,  ,  , Peltier: ,31.0, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:11,  E: ,BALANCEconPWM=69,   TomaNro= 54,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,69 seg ,  ,  , Peltier: ,31.19, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:12,  E: ,BALANCEconPWM=68,   TomaNro= 55,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,70 seg ,  ,  , Peltier: ,31.25, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:13,  E: ,BALANCEconPWM=68,   TomaNro= 56,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,71 seg ,  ,  , Peltier: ,31.44, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:14,  E: ,BALANCEconPWM=69,   TomaNro= 57,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,72 seg ,  ,  , Peltier: ,31.5, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:15,  E: ,COOLINGconPWM=74,   TomaNro= 58,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,72 seg ,  ,  , Peltier: ,31.56, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:15,  E: ,COOLINGconPWM=76,   TomaNro= 59,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,73 seg ,  ,  , Peltier: ,31.62, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:16,  E: ,COOLINGconPWM=78,   TomaNro= 60,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,75 seg ,  ,  , Peltier: ,31.69, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:18,  E: ,COOLINGconPWM=81,   TomaNro= 61,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,77 seg ,  ,  , Peltier: ,31.62, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:20,  E: ,COOLINGconPWM=85,   TomaNro= 62,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,79 seg ,  ,  , Peltier: ,31.56, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:22,  E: ,COOLINGconPWM=81,   TomaNro= 63,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,80 seg ,  ,  , Peltier: ,31.5, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:23,  E: ,COOLINGconPWM=78,   TomaNro= 64,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,81 seg ,  ,  , Peltier: ,31.44, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:24,  E: ,COOLINGconPWM=76,   TomaNro= 65,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,82 seg ,  ,  , Peltier: ,31.37, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:25,  E: ,COOLINGconPWM=73,   TomaNro= 66,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,83 seg ,  ,  , Peltier: ,31.31, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:26,  E: ,BALANCEconPWM=72,   TomaNro= 67,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,83 seg ,  ,  , Peltier: ,31.25, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:26,  E: ,BALANCEconPWM=70,   TomaNro= 68,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,84 seg ,  ,  , Peltier: ,31.19, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:27,  E: ,BALANCEconPWM=69,   TomaNro= 69,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,85 seg ,  ,  , Peltier: ,31.12, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:28,  E: ,BALANCEconPWM=68,   TomaNro= 70,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,86 seg ,  ,  , Peltier: ,31.06, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:29,  E: ,BALANCEconPWM=68,   TomaNro= 71,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,87 seg ,  ,  , Peltier: ,31.0, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:30,  E: ,BALANCEconPWM=68,   TomaNro= 72,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,88 seg ,  ,  , Peltier: ,30.94, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:31,  E: ,BALANCEconPWM=68,   TomaNro= 73,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,89 seg ,  ,  , Peltier: ,30.87, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:32,  E: ,BALANCEconPWM=68,   TomaNro= 74,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,91 seg ,  ,  , Peltier: ,30.81, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:34,  E: ,BALANCEconPWM=69,   TomaNro= 75,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,92 seg ,  ,  , Peltier: ,30.75, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:35,  E: ,BALANCEconPWM=71,   TomaNro= 76,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,93 seg ,  ,  , Peltier: ,30.69, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:37,  E: ,BALANCEconPWM=73,   TomaNro= 77,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,95 seg ,  ,  , Peltier: ,30.62, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:38,  E: ,HEATINGconPWM=75,   TomaNro= 78,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,97 seg ,  ,  , Peltier: ,30.56, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:40,  E: ,HEATINGconPWM=77,   TomaNro= 79,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,100 seg ,  ,  , Peltier: ,30.62, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:43,  E: ,HEATINGconPWM=80,   TomaNro= 80,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,100 seg ,  ,  , Peltier: ,30.75, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:43,  E: ,HEATINGconPWM=77,   TomaNro= 81,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,101 seg ,  ,  , Peltier: ,30.81, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:44,  E: ,BALANCEconPWM=73,   TomaNro= 82,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,102 seg ,  ,  , Peltier: ,31.0, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:45,  E: ,BALANCEconPWM=71,   TomaNro= 83,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,103 seg ,  ,  , Peltier: ,31.12, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:46,  E: ,BALANCEconPWM=68,   TomaNro= 84,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,104 seg ,  ,  , Peltier: ,31.25, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:47,  E: ,BALANCEconPWM=68,   TomaNro= 85,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,105 seg ,  ,  , Peltier: ,31.37, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:48,  E: ,BALANCEconPWM=69,   TomaNro= 86,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
  ,  , Corrida: ,106 seg ,  ,  , Peltier: ,31.5, ºC     , teInsta: ,31.08, ºC     , Disip: ,24.0, ºC     ,  ,16:31:49,  E: ,BALANCEconPWM=71,   TomaNro= 87,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,freeMemory ,230.0,,
