  ,  , Corrida: ,7 seg ,  ,  , Peltier: ,20.58, ºC     , teInsta: ,0.0, ºC     , Disip: ,0.0, ºC     ,  ,23:32:31,  E: ,HEATINGconPWM=255,   TomaNro= 1,   Modo ,0,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,77 seg ,  ,  , Peltier: ,20.83, ºC     , teInsta: ,21.36, ºC     , Disip: ,21.81, ºC     ,  ,23:33:41,  E: ,BALANCEconPWM=68,   TomaNro= 12,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,82 seg ,  ,  , Peltier: ,20.78, ºC     , teInsta: ,21.35, ºC     , Disip: ,21.81, ºC     ,  ,23:33:46,  E: ,HEATINGconPWM=80,   TomaNro= 13,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,87 seg ,  ,  , Peltier: ,21.78, ºC     , teInsta: ,21.35, ºC     , Disip: ,21.81, ºC     ,  ,23:33:52,  E: ,HEATINGconPWM=83,   TomaNro= 14,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,93 seg ,  ,  , Peltier: ,22.97, ºC     , teInsta: ,21.35, ºC     , Disip: ,21.81, ºC     ,  ,23:33:57,  E: ,COOLINGconPWM=76,   TomaNro= 15,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,98 seg ,  ,  , Peltier: ,23.46, ºC     , teInsta: ,21.35, ºC     , Disip: ,21.81, ºC     ,  ,23:34:2,  E: ,COOLINGconPWM=190,   TomaNro= 16,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,103 seg ,  ,  , Peltier: ,23.22, ºC     , teInsta: ,21.35, ºC     , Disip: ,21.81, ºC     ,  ,23:34:7,  E: ,COOLINGconPWM=255,   TomaNro= 17,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,109 seg ,  ,  , Peltier: ,22.6, ºC     , teInsta: ,21.34, ºC     , Disip: ,21.81, ºC     ,  ,23:34:13,  E: ,COOLINGconPWM=231,   TomaNro= 18,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,114 seg ,  ,  , Peltier: ,21.84, ºC     , teInsta: ,21.34, ºC     , Disip: ,21.81, ºC     ,  ,23:34:18,  E: ,COOLINGconPWM=140,   TomaNro= 19,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,119 seg ,  ,  , Peltier: ,21.23, ºC     , teInsta: ,21.34, ºC     , Disip: ,21.81, ºC     ,  ,23:34:23,  E: ,COOLINGconPWM=79,   TomaNro= 20,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,124 seg ,  ,  , Peltier: ,20.87, ºC     , teInsta: ,21.34, ºC     , Disip: ,21.81, ºC     ,  ,23:34:28,  E: ,BALANCEconPWM=68,   TomaNro= 21,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,130 seg ,  ,  , Peltier: ,20.87, ºC     , teInsta: ,21.34, ºC     , Disip: ,21.81, ºC     ,  ,23:34:34,  E: ,HEATINGconPWM=78,   TomaNro= 22,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,135 seg ,  ,  , Peltier: ,21.58, ºC     , teInsta: ,21.34, ºC     , Disip: ,21.81, ºC     ,  ,23:34:39,  E: ,HEATINGconPWM=77,   TomaNro= 23,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,140 seg ,  ,  , Peltier: ,22.71, ºC     , teInsta: ,21.32, ºC     , Disip: ,21.81, ºC     ,  ,23:34:44,  E: ,BALANCEconPWM=71,   TomaNro= 24,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,146 seg ,  ,  , Peltier: ,23.35, ºC     , teInsta: ,21.32, ºC     , Disip: ,21.81, ºC     ,  ,23:34:50,  E: ,COOLINGconPWM=158,   TomaNro= 25,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,151 seg ,  ,  , Peltier: ,23.29, ºC     , teInsta: ,21.32, ºC     , Disip: ,21.81, ºC     ,  ,23:34:55,  E: ,COOLINGconPWM=255,   TomaNro= 26,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,156 seg ,  ,  , Peltier: ,22.79, ºC     , teInsta: ,21.31, ºC     , Disip: ,21.81, ºC     ,  ,23:35:0,  E: ,COOLINGconPWM=249,   TomaNro= 27,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,161 seg ,  ,  , Peltier: ,22.04, ºC     , teInsta: ,21.31, ºC     , Disip: ,21.81, ºC     ,  ,23:35:5,  E: ,COOLINGconPWM=168,   TomaNro= 28,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,167 seg ,  ,  , Peltier: ,21.39, ºC     , teInsta: ,21.31, ºC     , Disip: ,21.81, ºC     ,  ,23:35:11,  E: ,COOLINGconPWM=92,   TomaNro= 29,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,172 seg ,  ,  , Peltier: ,20.96, ºC     , teInsta: ,21.31, ºC     , Disip: ,21.81, ºC     ,  ,23:35:16,  E: ,BALANCEconPWM=68,   TomaNro= 30,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,177 seg ,  ,  , Peltier: ,20.98, ºC     , teInsta: ,21.31, ºC     , Disip: ,21.81, ºC     ,  ,23:35:21,  E: ,HEATINGconPWM=73,   TomaNro= 31,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,183 seg ,  ,  , Peltier: ,21.96, ºC     , teInsta: ,21.3, ºC     , Disip: ,21.81, ºC     ,  ,23:35:27,  E: ,BALANCEconPWM=72,   TomaNro= 32,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,188 seg ,  ,  , Peltier: ,22.81, ºC     , teInsta: ,21.3, ºC     , Disip: ,21.81, ºC     ,  ,23:35:32,  E: ,COOLINGconPWM=87,   TomaNro= 33,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,193 seg ,  ,  , Peltier: ,22.99, ºC     , teInsta: ,21.3, ºC     , Disip: ,21.81, ºC     ,  ,23:35:37,  E: ,COOLINGconPWM=173,   TomaNro= 34,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,198 seg ,  ,  , Peltier: ,22.74, ºC     , teInsta: ,21.28, ºC     , Disip: ,21.81, ºC     ,  ,23:35:42,  E: ,COOLINGconPWM=202,   TomaNro= 35,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,204 seg ,  ,  , Peltier: ,22.25, ºC     , teInsta: ,21.28, ºC     , Disip: ,21.81, ºC     ,  ,23:35:48,  E: ,COOLINGconPWM=166,   TomaNro= 36,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,209 seg ,  ,  , Peltier: ,21.7, ºC     , teInsta: ,21.28, ºC     , Disip: ,21.81, ºC     ,  ,23:35:53,  E: ,COOLINGconPWM=111,   TomaNro= 37,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,214 seg ,  ,  , Peltier: ,21.28, ºC     , teInsta: ,21.28, ºC     , Disip: ,21.81, ºC     ,  ,23:35:58,  E: ,COOLINGconPWM=76,   TomaNro= 38,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,220 seg ,  ,  , Peltier: ,21.04, ºC     , teInsta: ,21.28, ºC     , Disip: ,21.81, ºC     ,  ,23:36:4,  E: ,BALANCEconPWM=68,   TomaNro= 39,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,225 seg ,  ,  , Peltier: ,21.02, ºC     , teInsta: ,21.28, ºC     , Disip: ,21.81, ºC     ,  ,23:36:9,  E: ,BALANCEconPWM=70,   TomaNro= 40,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,230 seg ,  ,  , Peltier: ,21.12, ºC     , teInsta: ,21.27, ºC     , Disip: ,21.81, ºC     ,  ,23:36:14,  E: ,BALANCEconPWM=71,   TomaNro= 41,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,236 seg ,  ,  , Peltier: ,21.27, ºC     , teInsta: ,21.27, ºC     , Disip: ,21.81, ºC     ,  ,23:36:20,  E: ,BALANCEconPWM=68,   TomaNro= 42,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,241 seg ,  ,  , Peltier: ,21.43, ºC     , teInsta: ,21.27, ºC     , Disip: ,21.81, ºC     ,  ,23:36:25,  E: ,BALANCEconPWM=68,   TomaNro= 43,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,246 seg ,  ,  , Peltier: ,21.57, ºC     , teInsta: ,21.27, ºC     , Disip: ,21.81, ºC     ,  ,23:36:30,  E: ,BALANCEconPWM=69,   TomaNro= 44,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,252 seg ,  ,  , Peltier: ,21.7, ºC     , teInsta: ,21.27, ºC     , Disip: ,21.81, ºC     ,  ,23:36:36,  E: ,BALANCEconPWM=72,   TomaNro= 45,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,257 seg ,  ,  , Peltier: ,21.79, ºC     , teInsta: ,21.25, ºC     , Disip: ,21.81, ºC     ,  ,23:36:41,  E: ,COOLINGconPWM=77,   TomaNro= 46,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,262 seg ,  ,  , Peltier: ,21.75, ºC     , teInsta: ,21.25, ºC     , Disip: ,21.81, ºC     ,  ,23:36:46,  E: ,COOLINGconPWM=81,   TomaNro= 47,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,267 seg ,  ,  , Peltier: ,21.59, ºC     , teInsta: ,21.25, ºC     , Disip: ,21.81, ºC     ,  ,23:36:51,  E: ,COOLINGconPWM=79,   TomaNro= 48,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,273 seg ,  ,  , Peltier: ,21.37, ºC     , teInsta: ,21.24, ºC     , Disip: ,21.81, ºC     ,  ,23:36:57,  E: ,COOLINGconPWM=73,   TomaNro= 49,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,278 seg ,  ,  , Peltier: ,21.21, ºC     , teInsta: ,21.24, ºC     , Disip: ,21.81, ºC     ,  ,23:37:2,  E: ,BALANCEconPWM=68,   TomaNro= 50,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,283 seg ,  ,  , Peltier: ,21.17, ºC     , teInsta: ,21.24, ºC     , Disip: ,21.81, ºC     ,  ,23:37:7,  E: ,BALANCEconPWM=68,   TomaNro= 51,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,289 seg ,  ,  , Peltier: ,21.25, ºC     , teInsta: ,21.24, ºC     , Disip: ,21.81, ºC     ,  ,23:37:13,  E: ,BALANCEconPWM=68,   TomaNro= 52,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,294 seg ,  ,  , Peltier: ,21.34, ºC     , teInsta: ,21.24, ºC     , Disip: ,21.81, ºC     ,  ,23:37:18,  E: ,BALANCEconPWM=68,   TomaNro= 53,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,299 seg ,  ,  , Peltier: ,21.43, ºC     , teInsta: ,21.24, ºC     , Disip: ,21.81, ºC     ,  ,23:37:23,  E: ,BALANCEconPWM=68,   TomaNro= 54,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,305 seg ,  ,  , Peltier: ,21.53, ºC     , teInsta: ,21.23, ºC     , Disip: ,21.81, ºC     ,  ,23:37:29,  E: ,BALANCEconPWM=69,   TomaNro= 55,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,310 seg ,  ,  , Peltier: ,21.62, ºC     , teInsta: ,21.23, ºC     , Disip: ,21.81, ºC     ,  ,23:37:34,  E: ,BALANCEconPWM=72,   TomaNro= 56,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,315 seg ,  ,  , Peltier: ,21.69, ºC     , teInsta: ,21.22, ºC     , Disip: ,21.81, ºC     ,  ,23:37:39,  E: ,COOLINGconPWM=75,   TomaNro= 57,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,321 seg ,  ,  , Peltier: ,21.6, ºC     , teInsta: ,21.21, ºC     , Disip: ,21.81, ºC     ,  ,23:37:45,  E: ,COOLINGconPWM=78,   TomaNro= 58,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,326 seg ,  ,  , Peltier: ,21.41, ºC     , teInsta: ,21.21, ºC     , Disip: ,21.81, ºC     ,  ,23:37:50,  E: ,COOLINGconPWM=74,   TomaNro= 59,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,331 seg ,  ,  , Peltier: ,21.21, ºC     , teInsta: ,21.21, ºC     , Disip: ,21.81, ºC     ,  ,23:37:55,  E: ,BALANCEconPWM=69,   TomaNro= 60,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,337 seg ,  ,  , Peltier: ,21.12, ºC     , teInsta: ,21.21, ºC     , Disip: ,21.81, ºC     ,  ,23:38:1,  E: ,BALANCEconPWM=68,   TomaNro= 61,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,342 seg ,  ,  , Peltier: ,21.2, ºC     , teInsta: ,21.21, ºC     , Disip: ,21.81, ºC     ,  ,23:38:6,  E: ,BALANCEconPWM=68,   TomaNro= 62,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,347 seg ,  ,  , Peltier: ,21.26, ºC     , teInsta: ,21.21, ºC     , Disip: ,21.81, ºC     ,  ,23:38:11,  E: ,BALANCEconPWM=68,   TomaNro= 63,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,353 seg ,  ,  , Peltier: ,21.34, ºC     , teInsta: ,21.2, ºC     , Disip: ,21.81, ºC     ,  ,23:38:17,  E: ,BALANCEconPWM=68,   TomaNro= 64,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,358 seg ,  ,  , Peltier: ,21.4, ºC     , teInsta: ,21.2, ºC     , Disip: ,21.81, ºC     ,  ,23:38:22,  E: ,BALANCEconPWM=68,   TomaNro= 65,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,363 seg ,  ,  , Peltier: ,21.47, ºC     , teInsta: ,21.2, ºC     , Disip: ,21.81, ºC     ,  ,23:38:27,  E: ,BALANCEconPWM=69,   TomaNro= 66,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,369 seg ,  ,  , Peltier: ,21.54, ºC     , teInsta: ,21.2, ºC     , Disip: ,21.81, ºC     ,  ,23:38:33,  E: ,BALANCEconPWM=71,   TomaNro= 67,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,374 seg ,  ,  , Peltier: ,21.56, ºC     , teInsta: ,21.2, ºC     , Disip: ,21.81, ºC     ,  ,23:38:38,  E: ,COOLINGconPWM=73,   TomaNro= 68,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,379 seg ,  ,  , Peltier: ,21.46, ºC     , teInsta: ,21.18, ºC     , Disip: ,21.81, ºC     ,  ,23:38:43,  E: ,COOLINGconPWM=74,   TomaNro= 69,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,385 seg ,  ,  , Peltier: ,21.29, ºC     , teInsta: ,21.18, ºC     , Disip: ,21.81, ºC     ,  ,23:38:49,  E: ,BALANCEconPWM=71,   TomaNro= 70,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,390 seg ,  ,  , Peltier: ,21.2, ºC     , teInsta: ,21.18, ºC     , Disip: ,21.81, ºC     ,  ,23:38:54,  E: ,BALANCEconPWM=68,   TomaNro= 71,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,395 seg ,  ,  , Peltier: ,21.24, ºC     , teInsta: ,21.17, ºC     , Disip: ,21.81, ºC     ,  ,23:38:59,  E: ,BALANCEconPWM=68,   TomaNro= 72,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,401 seg ,  ,  , Peltier: ,21.28, ºC     , teInsta: ,21.17, ºC     , Disip: ,21.81, ºC     ,  ,23:39:5,  E: ,BALANCEconPWM=68,   TomaNro= 73,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,406 seg ,  ,  , Peltier: ,21.32, ºC     , teInsta: ,21.17, ºC     , Disip: ,21.81, ºC     ,  ,23:39:10,  E: ,BALANCEconPWM=68,   TomaNro= 74,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,411 seg ,  ,  , Peltier: ,21.37, ºC     , teInsta: ,21.17, ºC     , Disip: ,21.81, ºC     ,  ,23:39:15,  E: ,BALANCEconPWM=69,   TomaNro= 75,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,417 seg ,  ,  , Peltier: ,21.42, ºC     , teInsta: ,21.17, ºC     , Disip: ,21.81, ºC     ,  ,23:39:21,  E: ,BALANCEconPWM=70,   TomaNro= 76,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,422 seg ,  ,  , Peltier: ,21.45, ºC     , teInsta: ,21.17, ºC     , Disip: ,21.81, ºC     ,  ,23:39:26,  E: ,BALANCEconPWM=70,   TomaNro= 77,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,427 seg ,  ,  , Peltier: ,21.5, ºC     , teInsta: ,21.16, ºC     , Disip: ,21.81, ºC     ,  ,23:39:31,  E: ,BALANCEconPWM=71,   TomaNro= 78,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,433 seg ,  ,  , Peltier: ,21.51, ºC     , teInsta: ,21.16, ºC     , Disip: ,21.81, ºC     ,  ,23:39:37,  E: ,COOLINGconPWM=73,   TomaNro= 79,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,438 seg ,  ,  , Peltier: ,21.39, ºC     , teInsta: ,21.15, ºC     , Disip: ,21.81, ºC     ,  ,23:39:42,  E: ,COOLINGconPWM=74,   TomaNro= 80,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,443 seg ,  ,  , Peltier: ,21.2, ºC     , teInsta: ,21.14, ºC     , Disip: ,21.81, ºC     ,  ,23:39:47,  E: ,BALANCEconPWM=70,   TomaNro= 81,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,449 seg ,  ,  , Peltier: ,21.12, ºC     , teInsta: ,21.14, ºC     , Disip: ,21.81, ºC     ,  ,23:39:53,  E: ,BALANCEconPWM=68,   TomaNro= 82,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,459 seg ,  ,  , Peltier: ,21.15, ºC     , teInsta: ,21.14, ºC     , Disip: ,21.81, ºC     ,  ,23:40:3,  E: ,BALANCEconPWM=68,   TomaNro= 83,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,464 seg ,  ,  , Peltier: ,21.19, ºC     , teInsta: ,21.14, ºC     , Disip: ,21.81, ºC     ,  ,23:40:9,  E: ,BALANCEconPWM=68,   TomaNro= 84,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,470 seg ,  ,  , Peltier: ,21.23, ºC     , teInsta: ,21.14, ºC     , Disip: ,21.81, ºC     ,  ,23:40:14,  E: ,BALANCEconPWM=68,   TomaNro= 85,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,475 seg ,  ,  , Peltier: ,21.25, ºC     , teInsta: ,21.13, ºC     , Disip: ,21.81, ºC     ,  ,23:40:19,  E: ,BALANCEconPWM=68,   TomaNro= 86,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,481 seg ,  ,  , Peltier: ,21.31, ºC     , teInsta: ,21.13, ºC     , Disip: ,21.81, ºC     ,  ,23:40:25,  E: ,BALANCEconPWM=68,   TomaNro= 87,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,491 seg ,  ,  , Peltier: ,21.36, ºC     , teInsta: ,21.13, ºC     , Disip: ,21.81, ºC     ,  ,23:40:35,  E: ,BALANCEconPWM=69,   TomaNro= 88,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,496 seg ,  ,  , Peltier: ,21.37, ºC     , teInsta: ,21.11, ºC     , Disip: ,21.81, ºC     ,  ,23:40:40,  E: ,BALANCEconPWM=70,   TomaNro= 89,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,502 seg ,  ,  , Peltier: ,21.38, ºC     , teInsta: ,21.11, ºC     , Disip: ,21.81, ºC     ,  ,23:40:46,  E: ,BALANCEconPWM=71,   TomaNro= 90,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,507 seg ,  ,  , Peltier: ,21.43, ºC     , teInsta: ,21.11, ºC     , Disip: ,21.81, ºC     ,  ,23:40:51,  E: ,BALANCEconPWM=71,   TomaNro= 91,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,512 seg ,  ,  , Peltier: ,21.44, ºC     , teInsta: ,21.11, ºC     , Disip: ,21.81, ºC     ,  ,23:40:57,  E: ,BALANCEconPWM=72,   TomaNro= 92,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,523 seg ,  ,  , Peltier: ,21.45, ºC     , teInsta: ,21.1, ºC     , Disip: ,21.81, ºC     ,  ,23:41:7,  E: ,BALANCEconPWM=73,   TomaNro= 93,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,528 seg ,  ,  , Peltier: ,21.46, ºC     , teInsta: ,21.1, ºC     , Disip: ,21.81, ºC     ,  ,23:41:12,  E: ,COOLINGconPWM=73,   TomaNro= 94,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
