  ,  , Corrida: ,8 seg ,  ,  , Peltier: ,21.8, ºC     , teInsta: ,0.0, ºC     , Disip: ,0.0, ºC     ,  ,0:9:42,  E: ,HEATINGconPWM=255,   TomaNro= 1,   Modo ,0,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,103 seg ,  ,  , Peltier: ,29.65, ºC     , teInsta: ,29.39, ºC     , Disip: ,0.0, ºC     ,  ,0:11:17,  E: ,COOLINGconPWM=165,   TomaNro= 16,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,109 seg ,  ,  , Peltier: ,29.19, ºC     , teInsta: ,29.39, ºC     , Disip: ,0.0, ºC     ,  ,0:11:23,  E: ,BALANCEconPWM=165,   TomaNro= 17,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,114 seg ,  ,  , Peltier: ,28.78, ºC     , teInsta: ,29.4, ºC     , Disip: ,0.0, ºC     ,  ,0:11:28,  E: ,BALANCEconPWM=165,   TomaNro= 18,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,119 seg ,  ,  , Peltier: ,28.54, ºC     , teInsta: ,29.4, ºC     , Disip: ,0.0, ºC     ,  ,0:11:33,  E: ,HEATINGconPWM=165,   TomaNro= 19,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,125 seg ,  ,  , Peltier: ,28.6, ºC     , teInsta: ,29.4, ºC     , Disip: ,0.0, ºC     ,  ,0:11:39,  E: ,HEATINGconPWM=165,   TomaNro= 20,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,130 seg ,  ,  , Peltier: ,28.89, ºC     , teInsta: ,29.4, ºC     , Disip: ,0.0, ºC     ,  ,0:11:44,  E: ,HEATINGconPWM=165,   TomaNro= 21,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,135 seg ,  ,  , Peltier: ,29.26, ºC     , teInsta: ,29.4, ºC     , Disip: ,0.0, ºC     ,  ,0:11:49,  E: ,HEATINGconPWM=165,   TomaNro= 22,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,140 seg ,  ,  , Peltier: ,29.63, ºC     , teInsta: ,29.41, ºC     , Disip: ,0.0, ºC     ,  ,0:11:54,  E: ,BALANCEconPWM=165,   TomaNro= 23,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,146 seg ,  ,  , Peltier: ,29.74, ºC     , teInsta: ,29.41, ºC     , Disip: ,0.0, ºC     ,  ,0:12:0,  E: ,BALANCEconPWM=165,   TomaNro= 24,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,151 seg ,  ,  , Peltier: ,29.63, ºC     , teInsta: ,29.41, ºC     , Disip: ,0.0, ºC     ,  ,0:12:5,  E: ,BALANCEconPWM=165,   TomaNro= 25,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,157 seg ,  ,  , Peltier: ,29.46, ºC     , teInsta: ,29.42, ºC     , Disip: ,0.0, ºC     ,  ,0:12:11,  E: ,BALANCEconPWM=165,   TomaNro= 26,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,162 seg ,  ,  , Peltier: ,29.27, ºC     , teInsta: ,29.42, ºC     , Disip: ,0.0, ºC     ,  ,0:12:16,  E: ,BALANCEconPWM=165,   TomaNro= 27,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,167 seg ,  ,  , Peltier: ,29.04, ºC     , teInsta: ,29.42, ºC     , Disip: ,0.0, ºC     ,  ,0:12:21,  E: ,BALANCEconPWM=165,   TomaNro= 28,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,172 seg ,  ,  , Peltier: ,28.88, ºC     , teInsta: ,29.42, ºC     , Disip: ,0.0, ºC     ,  ,0:12:27,  E: ,HEATINGconPWM=165,   TomaNro= 29,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,178 seg ,  ,  , Peltier: ,28.96, ºC     , teInsta: ,29.42, ºC     , Disip: ,0.0, ºC     ,  ,0:12:32,  E: ,HEATINGconPWM=165,   TomaNro= 30,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,183 seg ,  ,  , Peltier: ,29.26, ºC     , teInsta: ,29.42, ºC     , Disip: ,0.0, ºC     ,  ,0:12:37,  E: ,HEATINGconPWM=165,   TomaNro= 31,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,188 seg ,  ,  , Peltier: ,29.59, ºC     , teInsta: ,29.42, ºC     , Disip: ,0.0, ºC     ,  ,0:12:42,  E: ,BALANCEconPWM=165,   TomaNro= 32,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,194 seg ,  ,  , Peltier: ,29.69, ºC     , teInsta: ,29.42, ºC     , Disip: ,0.0, ºC     ,  ,0:12:48,  E: ,BALANCEconPWM=165,   TomaNro= 33,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,199 seg ,  ,  , Peltier: ,29.58, ºC     , teInsta: ,29.44, ºC     , Disip: ,0.0, ºC     ,  ,0:12:53,  E: ,BALANCEconPWM=165,   TomaNro= 34,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,204 seg ,  ,  , Peltier: ,29.41, ºC     , teInsta: ,29.44, ºC     , Disip: ,0.0, ºC     ,  ,0:12:59,  E: ,BALANCEconPWM=165,   TomaNro= 35,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,210 seg ,  ,  , Peltier: ,29.2, ºC     , teInsta: ,29.44, ºC     , Disip: ,0.0, ºC     ,  ,0:13:4,  E: ,BALANCEconPWM=165,   TomaNro= 36,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,215 seg ,  ,  , Peltier: ,29.0, ºC     , teInsta: ,29.44, ºC     , Disip: ,0.0, ºC     ,  ,0:13:9,  E: ,BALANCEconPWM=165,   TomaNro= 37,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,220 seg ,  ,  , Peltier: ,28.83, ºC     , teInsta: ,29.44, ºC     , Disip: ,0.0, ºC     ,  ,0:13:15,  E: ,HEATINGconPWM=165,   TomaNro= 38,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,226 seg ,  ,  , Peltier: ,28.91, ºC     , teInsta: ,29.44, ºC     , Disip: ,0.0, ºC     ,  ,0:13:20,  E: ,HEATINGconPWM=165,   TomaNro= 39,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,231 seg ,  ,  , Peltier: ,29.21, ºC     , teInsta: ,29.44, ºC     , Disip: ,0.0, ºC     ,  ,0:13:25,  E: ,HEATINGconPWM=165,   TomaNro= 40,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,236 seg ,  ,  , Peltier: ,29.53, ºC     , teInsta: ,29.44, ºC     , Disip: ,0.0, ºC     ,  ,0:13:30,  E: ,BALANCEconPWM=165,   TomaNro= 41,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,242 seg ,  ,  , Peltier: ,29.62, ºC     , teInsta: ,29.45, ºC     , Disip: ,0.0, ºC     ,  ,0:13:36,  E: ,BALANCEconPWM=165,   TomaNro= 42,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,247 seg ,  ,  , Peltier: ,29.52, ºC     , teInsta: ,29.45, ºC     , Disip: ,0.0, ºC     ,  ,0:13:41,  E: ,BALANCEconPWM=165,   TomaNro= 43,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,252 seg ,  ,  , Peltier: ,29.37, ºC     , teInsta: ,29.45, ºC     , Disip: ,0.0, ºC     ,  ,0:13:47,  E: ,BALANCEconPWM=165,   TomaNro= 44,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,258 seg ,  ,  , Peltier: ,29.16, ºC     , teInsta: ,29.45, ºC     , Disip: ,0.0, ºC     ,  ,0:13:52,  E: ,BALANCEconPWM=165,   TomaNro= 45,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,263 seg ,  ,  , Peltier: ,28.96, ºC     , teInsta: ,29.46, ºC     , Disip: ,0.0, ºC     ,  ,0:13:57,  E: ,BALANCEconPWM=165,   TomaNro= 46,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,268 seg ,  ,  , Peltier: ,28.79, ºC     , teInsta: ,29.46, ºC     , Disip: ,0.0, ºC     ,  ,0:14:2,  E: ,HEATINGconPWM=165,   TomaNro= 47,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,274 seg ,  ,  , Peltier: ,28.89, ºC     , teInsta: ,29.46, ºC     , Disip: ,0.0, ºC     ,  ,0:14:8,  E: ,HEATINGconPWM=165,   TomaNro= 48,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,279 seg ,  ,  , Peltier: ,29.16, ºC     , teInsta: ,29.46, ºC     , Disip: ,0.0, ºC     ,  ,0:14:13,  E: ,HEATINGconPWM=165,   TomaNro= 49,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,284 seg ,  ,  , Peltier: ,29.52, ºC     , teInsta: ,29.47, ºC     , Disip: ,0.0, ºC     ,  ,0:14:18,  E: ,BALANCEconPWM=165,   TomaNro= 50,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,290 seg ,  ,  , Peltier: ,29.61, ºC     , teInsta: ,29.47, ºC     , Disip: ,0.0, ºC     ,  ,0:14:24,  E: ,BALANCEconPWM=165,   TomaNro= 51,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,295 seg ,  ,  , Peltier: ,29.5, ºC     , teInsta: ,29.47, ºC     , Disip: ,0.0, ºC     ,  ,0:14:29,  E: ,BALANCEconPWM=165,   TomaNro= 52,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,300 seg ,  ,  , Peltier: ,29.33, ºC     , teInsta: ,29.47, ºC     , Disip: ,0.0, ºC     ,  ,0:14:34,  E: ,BALANCEconPWM=165,   TomaNro= 53,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,306 seg ,  ,  , Peltier: ,29.13, ºC     , teInsta: ,29.47, ºC     , Disip: ,0.0, ºC     ,  ,0:14:40,  E: ,BALANCEconPWM=165,   TomaNro= 54,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,311 seg ,  ,  , Peltier: ,28.96, ºC     , teInsta: ,29.47, ºC     , Disip: ,0.0, ºC     ,  ,0:14:45,  E: ,HEATINGconPWM=165,   TomaNro= 55,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,316 seg ,  ,  , Peltier: ,29.05, ºC     , teInsta: ,29.47, ºC     , Disip: ,0.0, ºC     ,  ,0:14:50,  E: ,HEATINGconPWM=165,   TomaNro= 56,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,322 seg ,  ,  , Peltier: ,29.35, ºC     , teInsta: ,29.48, ºC     , Disip: ,0.0, ºC     ,  ,0:14:56,  E: ,HEATINGconPWM=165,   TomaNro= 57,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,327 seg ,  ,  , Peltier: ,29.67, ºC     , teInsta: ,29.49, ºC     , Disip: ,0.0, ºC     ,  ,0:15:1,  E: ,BALANCEconPWM=165,   TomaNro= 58,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,332 seg ,  ,  , Peltier: ,29.77, ºC     , teInsta: ,29.49, ºC     , Disip: ,0.0, ºC     ,  ,0:15:6,  E: ,BALANCEconPWM=165,   TomaNro= 59,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,338 seg ,  ,  , Peltier: ,29.67, ºC     , teInsta: ,29.49, ºC     , Disip: ,0.0, ºC     ,  ,0:15:12,  E: ,BALANCEconPWM=165,   TomaNro= 60,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,343 seg ,  ,  , Peltier: ,29.48, ºC     , teInsta: ,29.49, ºC     , Disip: ,0.0, ºC     ,  ,0:15:17,  E: ,BALANCEconPWM=165,   TomaNro= 61,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,348 seg ,  ,  , Peltier: ,29.29, ºC     , teInsta: ,29.49, ºC     , Disip: ,0.0, ºC     ,  ,0:15:22,  E: ,BALANCEconPWM=165,   TomaNro= 62,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,354 seg ,  ,  , Peltier: ,29.08, ºC     , teInsta: ,29.49, ºC     , Disip: ,0.0, ºC     ,  ,0:15:28,  E: ,BALANCEconPWM=165,   TomaNro= 63,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,359 seg ,  ,  , Peltier: ,28.91, ºC     , teInsta: ,29.49, ºC     , Disip: ,0.0, ºC     ,  ,0:15:33,  E: ,HEATINGconPWM=165,   TomaNro= 64,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,364 seg ,  ,  , Peltier: ,29.0, ºC     , teInsta: ,29.5, ºC     , Disip: ,0.0, ºC     ,  ,0:15:38,  E: ,HEATINGconPWM=165,   TomaNro= 65,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,370 seg ,  ,  , Peltier: ,29.29, ºC     , teInsta: ,29.5, ºC     , Disip: ,0.0, ºC     ,  ,0:15:44,  E: ,HEATINGconPWM=165,   TomaNro= 66,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,375 seg ,  ,  , Peltier: ,29.62, ºC     , teInsta: ,29.5, ºC     , Disip: ,0.0, ºC     ,  ,0:15:49,  E: ,BALANCEconPWM=165,   TomaNro= 67,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,380 seg ,  ,  , Peltier: ,29.72, ºC     , teInsta: ,29.51, ºC     , Disip: ,0.0, ºC     ,  ,0:15:54,  E: ,BALANCEconPWM=165,   TomaNro= 68,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,386 seg ,  ,  , Peltier: ,29.61, ºC     , teInsta: ,29.51, ºC     , Disip: ,0.0, ºC     ,  ,0:16:0,  E: ,BALANCEconPWM=165,   TomaNro= 69,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,391 seg ,  ,  , Peltier: ,29.44, ºC     , teInsta: ,29.51, ºC     , Disip: ,0.0, ºC     ,  ,0:16:5,  E: ,BALANCEconPWM=165,   TomaNro= 70,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,396 seg ,  ,  , Peltier: ,29.24, ºC     , teInsta: ,29.51, ºC     , Disip: ,0.0, ºC     ,  ,0:16:10,  E: ,BALANCEconPWM=165,   TomaNro= 71,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,402 seg ,  ,  , Peltier: ,29.04, ºC     , teInsta: ,29.51, ºC     , Disip: ,0.0, ºC     ,  ,0:16:16,  E: ,BALANCEconPWM=165,   TomaNro= 72,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,407 seg ,  ,  , Peltier: ,28.88, ºC     , teInsta: ,29.52, ºC     , Disip: ,0.0, ºC     ,  ,0:16:21,  E: ,HEATINGconPWM=165,   TomaNro= 73,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,412 seg ,  ,  , Peltier: ,28.95, ºC     , teInsta: ,29.52, ºC     , Disip: ,0.0, ºC     ,  ,0:16:26,  E: ,HEATINGconPWM=165,   TomaNro= 74,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,418 seg ,  ,  , Peltier: ,29.24, ºC     , teInsta: ,29.52, ºC     , Disip: ,0.0, ºC     ,  ,0:16:32,  E: ,HEATINGconPWM=165,   TomaNro= 75,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,423 seg ,  ,  , Peltier: ,29.57, ºC     , teInsta: ,29.52, ºC     , Disip: ,0.0, ºC     ,  ,0:16:37,  E: ,BALANCEconPWM=165,   TomaNro= 76,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,428 seg ,  ,  , Peltier: ,29.69, ºC     , teInsta: ,29.52, ºC     , Disip: ,0.0, ºC     ,  ,0:16:42,  E: ,BALANCEconPWM=165,   TomaNro= 77,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,434 seg ,  ,  , Peltier: ,29.57, ºC     , teInsta: ,29.52, ºC     , Disip: ,0.0, ºC     ,  ,0:16:48,  E: ,BALANCEconPWM=165,   TomaNro= 78,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,439 seg ,  ,  , Peltier: ,29.38, ºC     , teInsta: ,29.53, ºC     , Disip: ,0.0, ºC     ,  ,0:16:53,  E: ,BALANCEconPWM=165,   TomaNro= 79,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,444 seg ,  ,  , Peltier: ,29.21, ºC     , teInsta: ,29.53, ºC     , Disip: ,0.0, ºC     ,  ,0:16:58,  E: ,BALANCEconPWM=165,   TomaNro= 80,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,450 seg ,  ,  , Peltier: ,29.0, ºC     , teInsta: ,29.53, ºC     , Disip: ,0.0, ºC     ,  ,0:17:4,  E: ,BALANCEconPWM=165,   TomaNro= 81,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,455 seg ,  ,  , Peltier: ,28.83, ºC     , teInsta: ,29.54, ºC     , Disip: ,0.0, ºC     ,  ,0:17:9,  E: ,HEATINGconPWM=165,   TomaNro= 82,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,460 seg ,  ,  , Peltier: ,28.91, ºC     , teInsta: ,29.54, ºC     , Disip: ,0.0, ºC     ,  ,0:17:14,  E: ,HEATINGconPWM=165,   TomaNro= 83,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,466 seg ,  ,  , Peltier: ,29.21, ºC     , teInsta: ,29.54, ºC     , Disip: ,0.0, ºC     ,  ,0:17:20,  E: ,HEATINGconPWM=165,   TomaNro= 84,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,471 seg ,  ,  , Peltier: ,29.54, ºC     , teInsta: ,29.54, ºC     , Disip: ,0.0, ºC     ,  ,0:17:25,  E: ,BALANCEconPWM=165,   TomaNro= 85,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,476 seg ,  ,  , Peltier: ,29.65, ºC     , teInsta: ,29.54, ºC     , Disip: ,0.0, ºC     ,  ,0:17:30,  E: ,BALANCEconPWM=165,   TomaNro= 86,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,482 seg ,  ,  , Peltier: ,29.54, ºC     , teInsta: ,29.54, ºC     , Disip: ,0.0, ºC     ,  ,0:17:36,  E: ,BALANCEconPWM=165,   TomaNro= 87,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,487 seg ,  ,  , Peltier: ,29.36, ºC     , teInsta: ,29.54, ºC     , Disip: ,0.0, ºC     ,  ,0:17:41,  E: ,BALANCEconPWM=165,   TomaNro= 88,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,492 seg ,  ,  , Peltier: ,29.17, ºC     , teInsta: ,29.55, ºC     , Disip: ,0.0, ºC     ,  ,0:17:46,  E: ,BALANCEconPWM=165,   TomaNro= 89,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,498 seg ,  ,  , Peltier: ,29.0, ºC     , teInsta: ,29.55, ºC     , Disip: ,0.0, ºC     ,  ,0:17:52,  E: ,HEATINGconPWM=165,   TomaNro= 90,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,503 seg ,  ,  , Peltier: ,29.08, ºC     , teInsta: ,29.56, ºC     , Disip: ,0.0, ºC     ,  ,0:17:57,  E: ,HEATINGconPWM=165,   TomaNro= 91,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,508 seg ,  ,  , Peltier: ,29.37, ºC     , teInsta: ,29.56, ºC     , Disip: ,0.0, ºC     ,  ,0:18:2,  E: ,HEATINGconPWM=165,   TomaNro= 92,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,514 seg ,  ,  , Peltier: ,29.7, ºC     , teInsta: ,29.56, ºC     , Disip: ,0.0, ºC     ,  ,0:18:8,  E: ,BALANCEconPWM=165,   TomaNro= 93,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
  ,  , Corrida: ,519 seg ,  ,  , Peltier: ,29.8, ºC     , teInsta: ,29.56, ºC     , Disip: ,0.0, ºC     ,  ,0:18:13,  E: ,BALANCEconPWM=165,   TomaNro= 94,   Modo ,3,     ,  , T1 Goal: ,16.0,T2 Meta ,32.0,,
